"","symbol","concept","contexts","types","label"
391,"chiron","thePersonificationOfWisdom","greek","Simulation","the personification of Wisdom"
392,"chopsticks","theOrient","generalOrUnknown","EmblematicSimulation","the Orient"
393,"clever","intercidona","roman","AttributeSimulation","Intercidona"
394,"cave","primitiveShelter","generalOrUnknown","Simulation","primitive shelter"
395,"cave","theHumanMind","generalOrUnknown","Simulation","the human mind"
396,"cave","theSecretive","generalOrUnknown","Simulation","the secretive"
397,"cave","theWombOfMotherEarth","generalOrUnknown","Simulation","the womb of Mother Earth"
398,"cave","worldlyIllusionAndObscurity","platonic","Simulation","worldly illusion and obscurity"
399,"checkersGame","dualityLightDarkDayNight","generalOrUnknown","Simulation","duality, light/dark, day/night"
400,"checkersGame","theDiversityOfDualismInTheManifestWorld","generalOrUnknown","Simulation","the diversity of dualism in the manifest world"
401,"checkersGame","theEffortToControlIrrationalImpulsesByContainingThemInAGivenOrder","generalOrUnknown","Simulation","the effort to control irrational impulses by containing them in a given order"
402,"cloak","aPilgrim","generalOrUnknown","AttributeSimulation","a pilgrim"
403,"cloak","christianCharity","christian","Simulation","Christian charity"
404,"cave","burial","generalOrUnknown","Simulation","burial"
405,"cave","center","hindu","Simulation","center"
406,"cave","fertility","generalOrUnknown","Simulation","fertility"
407,"cave","heart","hindu","Simulation","heart"
408,"cave","hell","generalOrUnknown","Simulation","hell"
409,"cave","impregnability","generalOrUnknown","Simulation","impregnability"
410,"cave","mother","generalOrUnknown","Simulation","mother"
411,"cave","placeOfInitiation","generalOrUnknown","Simulation","place of initiation"
412,"cave","purgatory","celtic","Simulation","purgatory"
413,"cave","rebirth","generalOrUnknown","Simulation","rebirth"
414,"cave","refuge","generalOrUnknown","Simulation","refuge"
415,"cave","resurrection","generalOrUnknown","Simulation","resurrection"
416,"cave","security","generalOrUnknown","Simulation","security"
417,"cave","theFeminine","chinese","Simulation","the feminine"
418,"cave","theHeart","generalOrUnknown","Simulation","the heart"
419,"cave","theHidden","generalOrUnknown","Simulation","the hidden"
420,"cave","theUnconscious","generalOrUnknown","Simulation","the unconscious"
421,"cave","theUniverse","generalOrUnknown","Simulation","the universe"
422,"cave","theWomb","generalOrUnknown","Simulation","the womb"
423,"cave","yin","chinese","Simulation","yin"
424,"checkersGame","intellect","generalOrUnknown","Simulation","intellect"
425,"checkersGame","reason","generalOrUnknown","Simulation","reason"
426,"hair","strength","generalOrUnknown @ jewish","Simulation","strength"
427,"spine","stamina","generalOrUnknown","Simulation","stamina"
428,"spine","worldAxis","generalOrUnknown","Simulation","World Axis"
429,"jar","anAuspiciousSignOnTheFootprintOfBuddha","buddhist","Simulation","an auspicious sign on the footprint of Buddha"
430,"jar","aPlaceForTheInterminglingOfForces","generalOrUnknown","Simulation","a place for the intermingling of forces"
431,"jar","inexhaustiblePlenty","hindu","Simulation","inexhaustible plenty"
432,"jar","innerValues","generalOrUnknown","Simulation","inner values"
433,"jar","rainCharm","generalOrUnknown","Simulation","rain charm"
434,"jar","sourceOfPlenty","generalOrUnknown","Simulation","source of plenty"
435,"jar","spiritualTriumph","buddhist","Simulation","spiritual triumph"
436,"jar","stillMovement","generalOrUnknown","Simulation","still movement"
437,"jar","theReceiverAndNourisherOfThatWhichIsToBeTransformed","alchemic","Simulation","the receiver and nourisher of that which is to be transformed"
438,"jar","triumphOverBirthAndDeath","buddhist","Simulation","triumph over birth and death"
439,"jar","wombOfTheGreatMother","generalOrUnknown","Simulation","womb of the Great Mother"
440,"nest","havenForGrowthOfTheSpirit","generalOrUnknown","Simulation","haven for growth of the spirit"
441,"nest","home","generalOrUnknown","Simulation","home"
442,"jar","burial","grecoRoman","Simulation","burial"
443,"jar","fertility","generalOrUnknown","Simulation","fertility"
444,"jar","heaven","chinese","Simulation","heaven"
445,"jar","nourishment","generalOrUnknown","Simulation","nourishment"
446,"jar","preservation","generalOrUnknown","Simulation","preservation"
447,"jar","protection","generalOrUnknown","Simulation","protection"
448,"jar","shelter","generalOrUnknown","Simulation","shelter"
449,"jar","theFemininePrinciple","generalOrUnknown","Simulation","the feminine principle"
450,"jar","theGrave","grecoRoman","Simulation","the grave"
451,"jar","theUnderworld","grecoRoman","Simulation","the underworld"
452,"jar","womb","generalOrUnknown","Simulation","womb"
453,"monks","asceticism","generalOrUnknown","Simulation","asceticism"
454,"monks","contemplation","generalOrUnknown","Simulation","contemplation"
455,"monks","silence","generalOrUnknown","Simulation","silence"
456,"monks","solitude","generalOrUnknown","Simulation","solitude"
457,"nest","comfort","generalOrUnknown","Simulation","comfort"
458,"nest","heaven","generalOrUnknown","Simulation","heaven"
459,"nest","paradise","hindu","Simulation","paradise"
460,"nest","protection","generalOrUnknown","Simulation","protection"
461,"rooster","evilSpirits","chinese","ProtectionSimulation","evil spirits"
462,"vehicle","beingInAVehicleIsTheSelf","generalOrUnknown","Simulation","being in a vehicle is the self"
463,"17thCentury","theDevilSFavoriteInstrument","folkloric","Simulation","the devil’s favorite instrument"
464,"vehicle","seeingAVehicleMayIndicateSomeoneElseSSelf","generalOrUnknown","Simulation","seeing a vehicle may indicate someone else’s self"
465,"vehicle","theTypeOfVehicleRevealsTheCharacterTheMindOrTheIdeasOfTheDriver","generalOrUnknown","Simulation","the type of vehicle reveals the character, the mind, or the ideas of the driver"
466,"vehicle","theVicissitudesOfPsychologicalDevelopment","generalOrUnknown","Simulation","the vicissitudes of psychological development"
467,"washing","inTheInitiationOfAMonasticWashingAwayOneSLayPast","buddhist","Simulation","in the initiation of a monastic, washing away one’s lay past"
468,"washing","purificationFromGuiltSubjectiveAndInnerEvilsRitualUncleanness","generalOrUnknown","Simulation","purification from guilt, subjective and inner evils, ritual uncleanness"
469,"washing","theReturnToPrimordialPurity","islamic","Simulation","the return to primordial purity"
470,"vehicle","theEgo","generalOrUnknown","Simulation","the ego"
471,"rooster","pride","buddhist","Simulation","pride"
472,"rooster","pugnacity","grecoRoman","Simulation","pugnacity"
473,"rooster","resurrection","generalOrUnknown","Simulation","resurrection"
474,"rooster","secrecy","fulani","AssociationSimulation","secrecy"
475,"rooster","selfConfidence","generalOrUnknown","Simulation","self confidence"
476,"rooster","supremacy","generalOrUnknown","Simulation","supremacy"
477,"rooster","theCenter","malian","AssociationSimulation","the center"
478,"rat","aGhoul","generalOrUnknown","Simulation","a ghoul"
479,"rat","anInformant","generalOrUnknown","Simulation","an informant"
480,"rooster","abilityInPolitics","heraldic","Simulation","ability in politics"
481,"rooster","announcesThePresenceOfAnAngel","islamic","Simulation","announces the presence of an angel"
482,"rooster","buriedUnderCornerstonesToWardOffEvil","folkloric","Simulation","buried under cornerstones to ward off evil"
483,"rooster","christPuttingEvilAndDarknessToFlight","christian","Simulation","Christ putting evil and darkness to flight"
484,"poet","aSpirituallyAdvancedPersonCapableOfLeadingOthersToHigherQualities","generalOrUnknown","Simulation","a spiritually advanced person capable of leading others to higher qualities"
485,"rat","anInfernalAnimal","generalOrUnknown","Simulation","an infernal animal"
486,"rat","hasPhallicImplications","generalOrUnknown","Simulation","has phallic implications"
487,"rat","infirmityAndDeath","generalOrUnknown","Simulation","infirmity and death"
488,"rat","majorTroubles","generalOrUnknown","Simulation","major troubles"
489,"rat","ratsWillDesertAShipThatIsGoingToSink","folkloric","Simulation","rats will desert a ship that is going to sink"
490,"rat","sneakiness","generalOrUnknown","Simulation","sneakiness"
491,"rat","theFirstOfTheTwelveTerrestrialBranches","chinese","Simulation","the first of the Twelve Terrestrial Branches"
492,"rat","utterDestruction","egyptian","Simulation","utter destruction"
493,"rat","wiseJudgment","egyptian","Simulation","wise judgment"
494,"room","privacyOfMindAndBody","generalOrUnknown","Simulation","privacy of mind and body"
495,"rooster","courtesy","jewish","Simulation","courtesy"
496,"rooster","godGivenIntelligence","jewish","Simulation","God-given intelligence"
497,"rooster","heraldOfTheDawnOfChrist","christian","Simulation","herald of the dawn of Christ"
498,"rooster","inordinateAndFrustratedDesire","generalOrUnknown","Simulation","inordinate and frustrated desire"
499,"rooster","militaryVigilance","norse","Simulation","military vigilance"
500,"rooster","persephoneProserpineInTheSpringAndTheRenewalOfLife","grecoRoman","AssociationSimulation","Persephone/Proserpine in the Spring and the renewal of life"
501,"rooster","religiousInspiration","heraldic","Simulation","religious inspiration"
502,"rooster","sacredToApolloAsclepiusAthenaMinervaAttisAresMarsArtemisDianaHermesMercuryLetoPriapusZeusJupiter","grecoRoman","Simulation","sacred to Apollo, Asclepius, Athena/Minerva, Attis, Ares/Mars, Artemis/Diana, Hermes/Mercury, Leto, Priapus, Zeus/Jupiter"
503,"rooster","sacredToMithras","mithraic","Simulation","sacred to Mithras"
504,"rooster","sacrificeToLares","grecoRoman","Simulation","sacrifice to Lares"
505,"rooster","skandha","hindu","AttributeSimulation","Skandha"
506,"rooster","soldierlyConduct","heraldic","Simulation","soldierly conduct"
507,"rooster","summonerOfAmaterasu","japanese","Simulation","summoner of Amaterasu"
508,"rooster","sunGodsExceptForCeltsAndScandinavians","generalOrUnknown","AttributeSimulation","sun gods except for Celts and Scandinavians"
509,"rooster","tenthSymbolicAnimalOfTheTwelveTerrestrialBranches","chinese","Simulation","tenth symbolic animal of the Twelve Terrestrial Branches"
510,"rooster","theBirdOfFame","generalOrUnknown","Simulation","the Bird of Fame"
511,"rooster","theCallToPrayer","islamic","Simulation","the call to prayer"
512,"rooster","theEnlightenmentOfInitiation","masonic","Simulation","the enlightenment of initiation"
513,"rooster","theFiveVirtues","chinese","Simulation","the Five Virtues"
514,"rooster","theSunset","chinese","AssociationSimulation","the sunset"
515,"rooster","theThreeStagesThroughWhichTheWorkMustPass","alchemic","Simulation","the three stages through which the work must pass"
516,"rooster","war","gothic @ chinese","Simulation","war"
517,"rat","enmity","generalOrUnknown","Simulation","enmity"
518,"rat","passingTime","generalOrUnknown","Simulation","passing time"
519,"rat","stFina","christian","AttributeSimulation","St. Fina"
520,"rooster","carnalPassion","buddhist","Simulation","carnal passion"
521,"rooster","defiance","generalOrUnknown","Simulation","defiance"
522,"rooster","guard","norse","Simulation","guard"
523,"rooster","guideOfTheDead","german","Simulation","guide of the dead"
524,"rooster","insolence","generalOrUnknown","Simulation","insolence"
525,"rooster","stPeterEspeciallyWhenCrowing","christian","AttributeSimulation","St. Peter (especially when crowing)"
526,"rooster","thePleiades","chinese","AssociationSimulation","the Pleiades"
527,"rooster","theYangPrinciple","chinese","Simulation","the yang principle"
528,"rooster","underworldGods","celtic","AttributeSimulation","underworld gods"
529,"rat","apollo","grecoRoman","AssociationSimulation","Apollo"
530,"rat","decay","generalOrUnknown","Simulation","decay"
531,"rat","destruction","generalOrUnknown","Simulation","destruction"
532,"rat","disease","generalOrUnknown","Simulation","disease"
533,"rat","foresight","hindu","Simulation","foresight"
534,"rat","ganesha","hindu","AttributeSimulation","Ganesha"
535,"rat","plague","generalOrUnknown","Simulation","plague"
536,"rat","prudence","hindu","Simulation","prudence"
537,"rat","shiva","hindu","AttributeSimulation","Shiva"
538,"rat","slander","generalOrUnknown","Simulation","slander"
539,"rat","timidity","chinese","Simulation","timidity"
540,"room","individuality","generalOrUnknown","Simulation","individuality"
541,"rat","evil","christian @ generalOrUnknown","Simulation","evil"
542,"rat","meanness","chinese @ generalOrUnknown","Simulation","meanness"
543,"rat","theDevil","christian @ generalOrUnknown","Simulation","the devil"
544,"room","loneliness","generalOrUnknown","Simulation","loneliness"
545,"rooster","activity","generalOrUnknown","Simulation","activity"
546,"rooster","adultery","generalOrUnknown","AttributeSimulation","adultery"
547,"rooster","aggression","chinese","Simulation","aggression"
548,"rooster","anger","generalOrUnknown","Simulation","anger"
549,"rooster","benevolence","chinese","Simulation","benevolence"
550,"rooster","bride","celtic","AttributeSimulation","bride"
551,"rooster","charm","chinese","ProtectionSimulation","charm"
552,"rooster","christianity","christian","Simulation","Christianity"
553,"rooster","courage","chinese @ generalOrUnknown @ heraldic @ japanese","Simulation","courage"
554,"rooster","crossroads","malian","AssociationSimulation","crossroads"
555,"rooster","egotism","generalOrUnknown","Simulation","egotism"
556,"rooster","faithfulness","chinese","Simulation","faithfulness"
557,"rooster","fertility","jewish","Simulation","fertility"
558,"rooster","foresight","egyptian","Simulation","foresight"
559,"rooster","france","generalOrUnknown","EmblematicSimulation","France"
560,"rooster","hermes","greek","Simulation","Hermes"
